timestamp,temperature_C,wind_speed_mps,solar_radiation_Wpm2,current_A
2023-01-01 00:00:00,-1.337535274974863,3.2828275487400282,0.0,5.0
2023-01-01 01:00:00,-1.8669333553612202,8.391031638499713,0.0,5.0
2023-01-01 02:00:00,-0.025978823694247755,0.9056662296730575,0.0,5.420777402436616
2023-01-01 03:00:00,-0.702008913442544,7.910818964344058,0.0,5.0
2023-01-01 04:00:00,-3.5108148528420564,4.909628943149676,0.0,5.0
2023-01-01 05:00:00,-1.0914098127539498,7.005159628543188,0.0,5.0
2023-01-01 06:00:00,-2.362053864342938,5.727680868585225,0.0,5.494125745054545
2023-01-01 07:00:00,4.491398915004051,5.692068821821604,0.0,7.784529498381357
2023-01-01 08:00:00,1.8632509377646205,6.108508952053042,7.33220690520133,5.643818873198372
2023-01-01 09:00:00,3.191346705609412,6.618108578175557,4.883128882039235,12.246822223651282
2023-01-01 10:00:00,9.751805943254158,4.34233834682552,13.65545064675948,8.06136042284466
2023-01-01 11:00:00,6.605908826344471,7.069598261052473,12.219621473541183,12.193384822410668
2023-01-01 12:00:00,6.35728862771471,2.831058752842433,14.226305942177435,9.420672779502164
2023-01-01 13:00:00,9.880376765518271,4.989338853347751,18.085966993144297,9.687741439368004
2023-01-01 14:00:00,8.562519085586763,6.671939848544554,5.544683014728351,9.651015818631718
2023-01-01 15:00:00,6.970221085040466,6.990035159231779,1.9645303167635824,10.350370004583482
2023-01-01 16:00:00,8.321640957180914,5.921577696522802,0.0,12.455153377902796
2023-01-01 17:00:00,7.83768465090065,4.213215124088529,0.0,13.348513003711034
2023-01-01 18:00:00,7.122195833078294,6.793415556737407,0.0,12.284258122346554
2023-01-01 19:00:00,4.497425800280457,3.6612675217624933,0.0,12.770489850116345
2023-01-01 20:00:00,4.469817530176296,8.502818147497821,0.0,10.698350517739007
2023-01-01 21:00:00,3.0946389248601243,4.830658205000671,0.0,9.673242496154348
2023-01-01 22:00:00,-0.7306912570391169,1.920748611588079,0.0,8.496802098850694
2023-01-01 23:00:00,2.5749378162650314,2.610633063966896,0.0,6.359823138984588
2023-01-02 00:00:00,-0.29738199267269905,5.087287273759175,0.0,5.0
2023-01-02 01:00:00,0.6904015887314063,5.2796505426521065,0.0,5.804625164109828
2023-01-02 02:00:00,-2.546416463265595,8.939313369902191,0.0,5.223121833701862
2023-01-02 03:00:00,-0.40534405580344735,2.923001324771547,0.0,5.0
2023-01-02 04:00:00,-1.0547898763151782,5.078924398607861,0.0,5.0
2023-01-02 05:00:00,1.135134130739361,2.8811571858358866,0.0,5.0
2023-01-02 06:00:00,-0.4785928817870244,4.014690293573193,0.0,5.0
2023-01-02 07:00:00,0.7299159273923015,8.367944060138676,0.0,5.0
