timestamp,temperature_C,wind_speed_mps,solar_radiation_Wpm2,current_A,
2023-02-05 23:00:00,-1.083260715,2.601107484,0.0008615589257,5,
2023-02-06 0:00:00,2.891818726,5.165181034,0.0008615589257,5,
2023-02-06 1:00:00,2.510388131,4.740327348,0.0008615589257,5,
2023-02-06 2:00:00,3.472278026,3.391464157,0.0008615589257,5,
2023-02-06 3:00:00,0.6373791998,5.330081273,0.0008615589257,5,
2023-02-06 4:00:00,1.851115145,5.317099306,0.0008615589257,5,
2023-02-06 5:00:00,4.217031628,7.350908025,0.0008615589257,5,
2023-02-06 6:00:00,1.756411028,1.788733194,0.0008615589257,5,
2023-02-06 7:00:00,5.889954761,4.847902185,0.0008615589257,6.967890935,
2023-02-06 8:00:00,5.275964236,3.479475201,0.0008615589257,10.78680173,
2023-02-06 9:00:00,9.550464379,6.739524116,0.0150969408,9.749764058,
2023-02-06 10:00:00,10.97098856,6.50782413,0.02009287619,12.72234676,
2023-02-06 11:00:00,9.920368988,6.01575969,0.05261090763,10.80547869,
2023-02-06 12:00:00,13.17209022,3.592333484,0.06054219157,6.291722939,
2023-02-06 13:00:00,11.93064138,6.770941166,0.07481577748,10.48642115,
2023-02-06 14:00:00,12.87111363,1.939738143,0.07525515476,12.19601865,
2023-02-06 15:00:00,13.66736689,1.529378593,0.08377691642,11.09290452,
2023-02-06 16:00:00,13.33965023,2.448258,0.08619579528,10.38622839,
2023-02-06 17:00:00,10.82935921,4.933050379,0.08779983976,10.58853321,
2023-02-06 18:00:00,8.661810321,6.350328802,0.0008615589257,14.44959598,
2023-02-06 19:00:00,8.365141356,-0.952064948,0.0008615589257,11.64450686,
2023-02-06 20:00:00,5.009953708,7.645485664,0.0008615589257,9.278305473,
2023-02-06 21:00:00,6.15735883,5.262224392,0.0008615589257,10.37914971,
2023-02-06 22:00:00,1.925961599,1.864455305,0.0008615589257,5.922494497,
2023-02-06 23:00:00,1.690017129,5.201893941,0.0008615589257,5,
2023-02-07 0:00:00,-0.4008016718,7.185050829,0.0008615589257,5,
2023-02-07 1:00:00,0.7896130453,6.198882031,0.0008615589257,5,
2023-02-07 2:00:00,3.819453325,7.198146125,0.0008615589257,5,
2023-02-07 3:00:00,4.0048608,2.267506741,0.0008615589257,5,
2023-02-07 4:00:00,4.713922115,4.17198953,0.0008615589257,5,
2023-02-07 5:00:00,0.9698629706,3.150615539,0.0008615589257,5,
2023-02-07 6:00:00,9.04024482,8.43516041,0.0008615589257,5,
